"","participant","controllerName","trialNumber","V5","condition","item","region","word","rt","sentence","match","position","logrt"
"75689","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",1,"While",562,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.33150184989369
"75703","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",2,"he",475,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.16331480403464
"75704","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",3,"struggled through",876,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.77536609093639
"75705","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",4,"the script%2C",702,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.55393340402581
"75706","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",5,"members of",586,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.37331978957701
"75707","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",6,"the cast",557,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.32256523992728
"75708","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",7,"complained to",504,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.22257626807137
"75709","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",8,"Gabriel",726,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.5875500148248
"75710","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",9,"gruffly",525,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.26339826259162
"75711","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",10,"that",615,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.42162226780652
"75712","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",11,"the screenwriter",1174,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",7.06817200038804
"75713","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",12,"was",535,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.28226674689601
"75714","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",13,"a total",555,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.31896811374643
"75715","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",57,0,"HARPSICHORD-OBJ-Match","10",14,"hack.",494,"While he struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","M","o",6.20253551718792
"75856","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",1,"After",544,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.29894924685594
"75870","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",2,"he",486,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.18620862390049
"75871","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",3,"had read",853,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.74875954749168
"75872","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",4,"the report%2C",886,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.78671695060508
"75873","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",5,"a couple of",868,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.76619171466035
"75874","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",6,"employees",785,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.66568371778241
"75875","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",7,"accompanied",664,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.49828214947643
"75876","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",8,"Brandon",703,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.55535689181067
"75877","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",9,"calmly",668,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.50428817353665
"75878","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",10,"to",595,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.38856140554563
"75879","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",11,"the office",596,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.39024066706535
"75880","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",12,"of",585,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.37161184723186
"75881","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",13,"the manager.",574,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.35262939631957
"76353","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",1,"When",708,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.56244409369372
"76367","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",2,"he",460,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.13122648948314
"76368","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",3,"got caught",677,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.51767127291227
"76369","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",4,"stealing%2C",575,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.35437004079735
"76370","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",5,"all of the",829,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.7202201551353
"76371","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",6,"fifth-graders",937,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.84268328223842
"76372","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",7,"promised",555,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.31896811374643
"76373","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",8,"Dennis",606,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.40687998606931
"76374","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",9,"quickly",927,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.83195356556585
"76375","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",10,"that",552,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.31354804627709
"76376","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",11,"they",497,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.20859002609663
"76377","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",12,"wouldn't",464,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.13988455222626
"76378","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",13,"tell",467,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.1463292576689
"76379","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",41,0,"HARPSICHORD-OBJ-Match","6",14,"Emma.",433,"When he got caught stealing%2C all of the fifth-graders promised Dennis quickly that they wouldn't tell Emma.","M","o",6.07073772800249
"76574","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",1,"When",617,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.42486902390539
"76588","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",2,"he",412,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.02102334934953
"76589","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",3,"got to",1061,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.96696713861398
"76590","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",4,"the construction site%2C",1772,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",7.47986413116503
"76591","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",5,"a lot of",949,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.85540879860993
"76592","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",6,"workers",786,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.66695679242921
"76593","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",7,"approached",708,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.56244409369372
"76594","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",8,"Amanda",695,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.54391184556479
"76595","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",9,"immediately",771,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.64768837356333
"76596","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",10,"to report",783,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.6631326959908
"76597","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",11,"the supervisor's",718,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.57646956904822
"76598","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",12,"safety",635,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.45362499889269
"76599","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",126,0,"HARPSICHORD-OBJ-Misma","27",13,"violations.",508,"When he got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","MM","o",6.23048144757848
"76961","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",1,"While",717,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.57507584059962
"76975","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",2,"she",413,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.02344759296103
"76976","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",3,"prepared",508,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.23048144757848
"76977","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",4,"the presentation%2C",977,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.88448665204278
"76978","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",5,"a number of",855,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.75110146893676
"76979","9fe35d6f81cba1669bb5db3233d7e143","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",6,"colleagues",583,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.36818718635049
